No,HOME_PORT,MONTH,YEAR,SST,FISHING_SCHEDULE,DATA_SOURCE,MACROZONE,ILAND,REGION,DISTANCE,LAT,LON,DIVERS,DIVING HOURS,CPUE
1006,Ayora,Sep,2002,21.4,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,7.42,-0.71,-90.2128,1,4,0.9
1007,Ayora,Sep,2002,21.4,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,14,-0.73309,-90.4665,1,4,5.625
1008,Ayora,Sep,2002,21.4,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,21.2,-0.654,-90.5493,1,4,0.675
1009,Ayora,Sep,2002,21.4,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,7.42,-0.71,-90.2128,1,4,0.05
1010,Ayora,Sep,2002,21.4,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,24.6,0.06442,-91.50484,7,5,1
1011,Ayora,Sep,2002,21.3,Night,Landing,Santa Fe,Santa Fe,Centre- South,14.8,-0.795,-90.0667,1,6,1.25
1012,Ayora,Sep,2002,21.3,Night,Landing,Santa Fe,Santa Fe,Centre- South,14.8,-0.795,-90.0667,2,6,1.058333333
1013,Ayora,Sep,2002,21.3,Night,Landing,Santa Fe,Santa Fe,Centre- South,17.5,-0.8404,-90.0434,1,6,1.5
1014,Ayora,Sep,2002,21.3,Day,Landing,Santa Fe,Santa Fe,Centre- South,18.5,-0.82133,-90.02925,1,4,0.55
1015,Ayora,Sep,2002,21.3,Day,Landing,Santa Fe,Santa Fe,Centre- South,18.5,-0.82133,-90.02925,1,6,0.666666667
1016,Ayora,Sep,2002,21.3,Night,Landing,Santa Fe,Santa Fe,Centre- South,14.8,-0.795,-90.0667,1,4,1.6
1017,Baquerizo,Sep,2002,21.3,Night,Landing,Santa Fe,Santa Fe,Centre- South,29.8,-0.82133,-90.02925,1,8,1.795
1018,Baquerizo,Sep,2002,21.3,Night,Observer,Santa Fe,Santa Fe,Centre- South,29.8,-0.80421,-90.03904,2,5,1.96
1019,Baquerizo,Sep,2002,21.3,Night,Observer,Santa Fe,Santa Fe,Centre- South,30.2,-0.80421,-90.03904,2,6,0.819444444
1020,Baquerizo,Sep,2002,21.3,Night,Observer,Santa Fe,Santa Fe,Centre- South,31.2,-0.79671,-90.0531,1,8,2.8375
1021,Baquerizo,Sep,2002,21.3,Night,Observer,Santa Fe,Santa Fe,Centre- South,30.2,-0.8404,-90.0434,2,6,0.641666667
1022,Baquerizo,Sep,2002,21.3,Night,Observer,Santa Fe,Santa Fe,Centre- South,31.2,-0.78671,-90.0531,1,4,0.9
1023,Baquerizo,Sep,2002,21.3,Night,Observer,Santa Fe,Santa Fe,Centre- South,30.2,-0.8404,-90.0434,1,5,1.08
1024,Ayora,Sep,2002,22.4,Day,Observer,Santiago,Santiago,Centre- South,40.6,-0.3518,-90.6716,1,5,2.2
1025,Ayora,Sep,2002,22.4,Day,Observer,Santiago,Santiago,Centre- South,51.3,-0.28955,-90.92695,1,6,2.166666667
1026,Ayora,Sep,2002,22.4,Day,Observer,Santiago,Santiago,Centre- South,51.3,-0.28955,-90.92695,2,5,0.8
1027,Ayora,Sep,2002,22.4,Night,Observer,Santiago,Santiago,Centre- South,51.3,-0.28955,-90.92695,2,2,0.75
1028,Ayora,Sep,2002,22.4,Day,Landing,Santiago,Santiago,Centre- South,49.9,-0.23399,-90.58126,1,10,1.935
1029,Ayora,Sep,2002,22.4,Night,Landing,Santiago,Santiago,Centre- South,40.6,-0.3518,-90.6716,1,12,3.708333333
1030,Ayora,Sep,2002,22.4,Day,Landing,Santiago,Santiago,Centre- South,51.3,-0.28955,-90.92695,2,6,0.416666667
1031,Ayora,Sep,2002,22.4,Day,Landing,Santiago,Santiago,Centre- South,45.8,-0.1917,-90.6472,2,15,0.56
1032,Ayora,Sep,2002,22.4,Day,Observer,Santiago,Santiago,Centre- South,51.3,-0.28955,-90.92695,2,5,0.1
1033,Ayora,Sep,2002,22.4,Night,Observer,Santiago,Santiago,Centre- South,40.6,-0.3518,-90.6716,2,3,1.333333333
1034,Ayora,Sep,2002,22.4,Night,Observer,Santiago,Santiago,Centre- South,51.3,-0.28955,-90.92695,2,2,0.25
1035,Ayora,Sep,2002,22.4,Night,Landing,Santiago,Santiago,Centre- South,60.4,-0.435,-90.701,1,3,2.7
1036,Ayora,Sep,2002,22.4,Night,Landing,Santiago,Santiago,Centre- South,60.2,-0.1647,-90.8354,1,3,3.8
1037,Ayora,Sep,2002,22.4,Night,Landing,Santiago,Santiago,Centre- South,59,-0.17171,-90.83148,1,2,2.75
1038,Ayora,Sep,2002,22.4,Night,Landing,Santiago,Santiago,Centre- South,60.4,-0.15665,-90.73737,2,4,0.75
1039,Ayora,Sep,2002,22.4,Night,Landing,Santiago,Santiago,Centre- South,60.4,-0.15665,-90.73737,2,3,1.433333333
1040,Ayora,Sep,2002,22.4,Night,Landing,Santiago,Santiago,Centre- South,51.3,-0.28955,-90.92695,2,2,0.575
1041,Ayora,Sep,2002,22.4,Night,Landing,Santiago,Santiago,Centre- South,51.3,-0.28955,-90.92695,2,2.5,0.82
1042,Ayora,Sep,2002,22.4,Night,Landing,Santiago,Santiago,Centre- South,60.2,-0.1647,-90.8354,2,4,1.0125
1043,Ayora,Sep,2002,22.4,Night,Landing,Santiago,Santiago,Centre- South,60.4,-0.15665,-90.73737,2,4,0.6875
1044,Ayora,Sep,2002,22.4,Night,Landing,Santiago,Santiago,Centre- South,51.3,-0.28955,-90.92695,2,2,1.375
1045,Ayora,Sep,2002,22.4,Night,Landing,Santiago,Santiago,Centre- South,60.2,-0.1647,-90.8354,2,4,3.5
1046,Ayora,Sep,2002,22.4,Night,Landing,Santiago,Santiago,Centre- South,60.4,-0.15665,-90.73737,2,4,1.1875
1047,Baquerizo,Sep,2002,22.4,Night,Observer,Santiago,Santiago,Centre- South,103,-0.1647,-90.8354,1,7,2.397142857
1048,Baquerizo,Sep,2002,22.4,Night,Observer,Santiago,Santiago,Centre- South,103,-0.1647,-90.8354,1,4,0.7925
1049,Baquerizo,Sep,2002,22.4,Night,Observer,Santiago,Santiago,Centre- South,82.3,-0.16729,-90.71373,2,5,1.451
1050,Baquerizo,Sep,2002,22.4,Night,Observer,Santiago,Santiago,Centre- South,103,-0.1647,-90.8354,1,6,1.586666667
1051,Baquerizo,Sep,2002,22.4,Night,Observer,Santiago,Santiago,Centre- South,82.3,-0.23399,-90.58126,1,5,1.904
1052,Baquerizo,Sep,2002,22.4,Night,Observer,Santiago,Santiago,Centre- South,103,-0.1647,-90.8354,1,6,1.511666667
1053,Baquerizo,Sep,2002,22.4,Night,Observer,Santiago,Santiago,Centre- South,82.3,-0.17382,-90.69905,1,6,2.645
1054,Baquerizo,Sep,2002,22.4,Night,Observer,Santiago,Santiago,Centre- South,103,-0.1647,-90.8354,1,6,1.135
1055,Baquerizo,Sep,2002,22.4,Night,Observer,Santiago,Santiago,Centre- South,103,-0.1647,-90.8354,1,6,1.133333333
1056,Baquerizo,Sep,2002,22.4,Night,Observer,Santiago,Santiago,Centre- South,82.3,-0.23399,-90.58126,2,1,5.665
1057,Baquerizo,Sep,2002,22.4,Night,Observer,Santiago,Santiago,Centre- South,103,-0.1647,-90.8354,2,7,1.327857143
1058,Baquerizo,Sep,2002,22.4,Night,Observer,Santiago,Santiago,Centre- South,103,-0.1647,-90.8354,2,6,2.154166667
1059,Baquerizo,Sep,2002,22.4,Night,Observer,Santiago,Santiago,Centre- South,82.3,-0.23399,-90.58126,8,32,0.317070313
1060,Baquerizo,Sep,2002,22.4,Night,Observer,Santiago,Santiago,Centre- South,103,-0.1647,-90.8354,8,36,0.152743056
1061,Baquerizo,Oct,2002,22.1,Day,Landing,San Cristobal N y O,San Cristobal,Centre- South,22,-0.683,-89.3279,1,8,2.38625
1062,Baquerizo,Oct,2002,22.1,Night,Observer,San Cristobal N y O,San Cristobal,Centre- South,12.8,-0.75834,-89.464445,1,6,1.056666667
1063,Baquerizo,Oct,2002,22.1,Day,Landing,San Cristobal N y O,San Cristobal,Centre- South,22,-0.683,-89.3279,1,6,0.435
1064,Baquerizo,Oct,2002,22.1,Day,Landing,San Cristobal N y O,San Cristobal,Centre- South,22,-0.683,-89.3279,2,5,0.101
1065,Baquerizo,Oct,2002,22.1,Night,Landing,San Cristobal N y O,San Cristobal,Centre- South,19.8,-0.7042,-89.3752,1,3,0.753333333
1066,Baquerizo,Oct,2002,23,Day,Landing,San Cristobal S y E,San Cristobal,Centre- South,26.2,-0.8626,-89.367,1,8,0.4525
1067,Baquerizo,Oct,2002,23,Day,Landing,San Cristobal S y E,San Cristobal,Centre- South,27.8,-0.842495,-89.352716,1,8,0.22625
1068,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,5.41,-0.94788,-89.58696,2,6,0.36
1069,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,11.2,-0.9497,-89.4963,1,7,0.614285714
1070,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,8.25,-0.95585,-89.5428,1,5,0.94
1071,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,11.2,-0.9497,-89.4963,2,4,0.417916667
1072,Baquerizo,Oct,2002,23,Day,Landing,San Cristobal S y E,San Cristobal,Centre- South,17.4,-0.9254,-89.4113,2,8,0.425
1073,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,17.4,-0.9254,-89.4113,1,7,0.366666667
1074,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,26,-0.71267,-89.2403,1,5,3.76
1075,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,5.41,-0.94788,-89.58696,1,6,0.477777778
1076,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,5.41,-0.94788,-89.58696,1,4,0.490833333
1077,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,17.4,-0.9254,-89.4113,1,5,1.269333333
1078,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,17.4,-0.9254,-89.4113,1,5,0.84
1079,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,17.4,-0.9254,-89.4113,1,4,2.2675
1080,Baquerizo,Oct,2002,23,Day,Landing,San Cristobal S y E,San Cristobal,Centre- South,5.41,-0.94788,-89.58696,2,6,0.45
1081,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,6.1,-0.9409,-89.5906,1,5,0.612666667
1082,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,6.1,-0.9409,-89.5906,1,5,0.324666667
1083,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,5.41,-0.94788,-89.58696,1,4,0.4975
1084,Baquerizo,Oct,2002,23,Day,Landing,San Cristobal S y E,San Cristobal,Centre- South,17.4,-0.9254,-89.4113,2,7,0.12
1085,Baquerizo,Oct,2002,23,Day,Landing,San Cristobal S y E,San Cristobal,Centre- South,26.2,-0.8626,-89.367,1,8,0.85
1086,Baquerizo,Oct,2002,23,Day,Landing,San Cristobal S y E,San Cristobal,Centre- South,27.8,-0.842495,-89.352716,2,7,0.420714286
1087,Baquerizo,Oct,2002,23,Day,Landing,San Cristobal S y E,San Cristobal,Centre- South,27.8,-0.842495,-89.352716,2,6,0.736666667
1088,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,17.4,-0.9254,-89.4113,2,4,0.283333333
1089,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,17.4,-0.9254,-89.4113,1,4,0.941666667
1090,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,17.4,-0.9254,-89.4113,2,8,0.708333333
1091,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,5.41,-0.94788,-89.58696,1,4,0.566666667
1092,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,6.1,-0.9409,-89.5906,2,3,0.955555556
1093,Baquerizo,Oct,2002,23,Day,Landing,San Cristobal S y E,San Cristobal,Centre- South,26,-0.71267,-89.2403,1,3,3.766666667
1094,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,6.1,-0.9409,-89.5906,1,3,1.511111111
1095,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,6.1,-0.9409,-89.5906,2,6,1.965
1096,Baquerizo,Oct,2002,23,Night,Observer,San Cristobal S y E,San Cristobal,Centre- South,5.41,-0.94025,-89.58892,1,6,1.133333333
1097,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,5.41,-0.94788,-89.58696,1,7,0.973809524
1098,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,9.5,-0.9557,-89.5197,1,6,1.363333333
1099,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,15.5,-0.93575,-89.43985,1,8,1.5625
1100,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,32.6,-0.674,-89.248,1,7,3.657142857
1101,Baquerizo,Oct,2002,23,Day,Landing,San Cristobal S y E,San Cristobal,Centre- South,27.8,-0.842495,-89.352716,1,5,0.92
1102,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,6.1,-0.9409,-89.5906,1,4,0.7575
1103,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,11.2,-0.9497,-89.4963,1,7,0.973809524
1104,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,5.41,-0.94788,-89.58696,1,5,2.757333333
1105,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,17.4,-0.9254,-89.4113,2,8,0.5375
1106,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,5.41,-0.94788,-89.58696,1,8,1.5875
1107,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,12.9,-0.9554,-89.5136,1,8,1.42
1108,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,11.2,-0.9497,-89.4963,2,5,1.727
1109,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,17.4,-0.9254,-89.4113,2,5,1.636
1110,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,27.8,-0.842495,-89.352716,2,20,1.0795
1111,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,27.8,-0.842495,-89.352716,2,15,1.924
1112,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,27.8,-0.842495,-89.352716,2,15,0.536666667
1113,Baquerizo,Oct,2002,23,Day,Landing,San Cristobal S y E,San Cristobal,Centre- South,27.8,-0.842495,-89.352716,2,15,1.233333333
1114,Baquerizo,Oct,2002,23,Night,Landing,San Cristobal S y E,San Cristobal,Centre- South,27.8,-0.842495,-89.352716,1,15,2.46
1115,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,14.6,-0.7236,-90.4896,1,4,0.9
1116,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,5.62,-0.7354,-90.2324,1,4,1.925
1117,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,5.62,-0.7354,-90.2324,1,4,0.6
1118,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,9.51,-0.75504,-90.42136,2,5,2.3
1119,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,38.6,-0.49725,-90.371,1,4,2.75
1120,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,21.2,-0.654,-90.5493,1,4,0.8
1121,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,14.6,-0.7236,-90.4896,1,4,2.75
1122,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,11.3,-0.7485,-90.4464,2,3,1.466666667
1123,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,14.6,-0.7236,-90.4896,2,4.5,1.166666667
1124,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,7.42,-0.71,-90.2128,2,3,0.983333333
1125,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,11.3,-0.7485,-90.4464,1,4,1.75
1126,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,13,-0.74564,-90.44894,1,4,2.2
1127,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,13,-0.74564,-90.44894,1,4,2.5
1128,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,14,-0.73309,-90.4665,1,5,1.6
1129,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,14.6,-0.7236,-90.4896,2,8,1.59375
1130,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,14.6,-0.7236,-90.4896,1,5,2
1131,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,9.51,-0.75504,-90.42136,2,4,0.45
1132,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,14.6,-0.7236,-90.4896,1,4,4.325
1133,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,7.42,-0.71,-90.2128,1,4,0.575
1134,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,5.62,-0.7354,-90.2324,1,4,1.125
1135,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,14.6,-0.7236,-90.4896,2,4.5,1.533333333
1136,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,14.6,-0.7236,-90.4896,1,4,3.625
1137,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,13,-0.74564,-90.44894,2,3.5,0.257142857
1138,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,11.3,-0.7485,-90.4464,1,3,0.433333333
1139,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,11.3,-0.7485,-90.4464,2,4,0.375
1140,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,11.3,-0.7485,-90.4464,1,5,0.68
1141,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,11.3,-0.7485,-90.4464,1,5,1.2
1142,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,14.6,-0.7236,-90.4896,1,4,5.3
1143,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,10,-0.68739,-90.19251,1,4,1.7
1144,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,11.3,-0.7485,-90.4464,1,1,3.2
1145,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,9.51,-0.75504,-90.42136,1,3,0.666666667
1146,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,9.51,-0.75504,-90.42136,1,4,1.375
1147,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,11.3,-0.7485,-90.4464,2,3,0.566666667
1148,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,10,-0.68739,-90.19251,1,4,1.125
1149,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,14,-0.73309,-90.4665,1,4,1.925
1150,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,13,-0.74564,-90.44894,1,4,0.35
1151,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,9.51,-0.75504,-90.42136,1,7,0.328571429
1152,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,11.3,-0.7485,-90.4464,1,4,1.75
1153,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,11.3,-0.7485,-90.4464,1,7,0.757142857
1154,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,11.3,-0.7485,-90.4464,1,7,0.614285714
1155,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,9.51,-0.75504,-90.42136,1,4,0.375
1156,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,11.3,-0.7485,-90.4464,1,5,1.46
1157,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,9.51,-0.75504,-90.42136,1,4,1.075
1158,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,9.51,-0.75504,-90.42136,1,5,0.36
1159,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,9.51,-0.75504,-90.42136,1,8,3.125
1160,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,21.2,-0.654,-90.5493,1,6,0.983333333
1161,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,7.42,-0.71,-90.2128,1,3,0.766666667
1162,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,14,-0.73309,-90.4665,1,4,1.025
1163,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,14.6,-0.7236,-90.4896,1,18,2
1164,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,9.51,-0.75504,-90.42136,1,10,2.55
1165,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,11.3,-0.7485,-90.4464,2,4,0.175
1166,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,11.3,-0.7485,-90.4464,2,5,1.18
1167,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,13,-0.74564,-90.44894,1,8,2.2625
1168,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,11.3,-0.7485,-90.4464,2,3,0.916666667
1169,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,14.6,-0.7236,-90.4896,1,10,0.45
1170,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,9.51,-0.75504,-90.42136,1,3,1.233333333
1171,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,9.51,-0.75504,-90.42136,1,5,0.74
1172,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,11.3,-0.7485,-90.4464,1,3,0.133333333
1173,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,11.3,-0.7485,-90.4464,1,3,4.9
1174,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,11.3,-0.7485,-90.4464,1,4,5
1175,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,14,-0.73309,-90.4665,1,5,4.3
1176,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,9.51,-0.75504,-90.42136,1,4,1.5
1177,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,2.78,-0.77996,-90.3263,1,3,1
1178,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,11.3,-0.7485,-90.4464,1,4,0.8
1179,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,5.62,-0.7354,-90.2324,1,4,0.9
1180,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,7.42,-0.71,-90.2128,1,4,0.4
1181,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,9.51,-0.75504,-90.42136,2,2.5,0.4
1182,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,21.2,-0.654,-90.5493,1,3,1.5
1183,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,14.6,-0.7236,-90.4896,1,3,1.5
1184,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,13.8,-0.73309,-90.4665,1,24,0.708333333
1185,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,11.3,-0.7485,-90.4464,1,4,0.725
1186,Ayora,Oct,2002,21.7,Night,Observer,Santa Cruz,Santa Cruz,Centre- South,9.51,-0.77244,-90.35177,1,3,1.833333333
1187,Ayora,Oct,2002,21.7,Night,Observer,Santa Cruz,Santa Cruz,Centre- South,11.3,-0.76013,-90.42018,2,5,0.76
1188,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,11.3,-0.7485,-90.4464,2,2,1.25
1189,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,9.51,-0.75504,-90.42136,1,4,1
1190,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,17.4,-0.7097,-90.5209,1,8,1.7
1191,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,9.51,-0.75504,-90.42136,1,5,0.8
1192,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,9.51,-0.75504,-90.42136,1,6,1.5
1193,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,9.51,-0.75504,-90.42136,2,6,0.058333333
1194,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,9.51,-0.75504,-90.42136,1,5,0.72
1195,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,11.3,-0.7485,-90.4464,1,3,3.333333333
1196,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,11.3,-0.7485,-90.4464,1,5,0.136
1197,Ayora,Oct,2002,21.7,Day,Landing,Santa Cruz,Santa Cruz,Centre- South,2.78,-0.77996,-90.3263,2,4,0.1375
1198,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,11.3,-0.7485,-90.4464,1,5,5.72
1199,Ayora,Oct,2002,21.7,Night,Landing,Santa Cruz,Santa Cruz,Centre- South,7.42,-0.71,-90.2128,1,11,1.963636364
